tick: 1.0,             Human number: 100,             Zombie number: 5
tick: 4639.0,             Human number: 0,             Zombie number: 105
tick: 4640.0,             Human number: 0,             Zombie number: 105
tick: 4641.0,             Human number: 0,             Zombie number: 105
tick: 4642.0,             Human number: 0,             Zombie number: 105
tick: 4643.0,             Human number: 0,             Zombie number: 105
tick: 4644.0,             Human number: 0,             Zombie number: 105
tick: 4645.0,             Human number: 0,             Zombie number: 105
tick: 4646.0,             Human number: 0,             Zombie number: 105
tick: 4647.0,             Human number: 0,             Zombie number: 105
tick: 4648.0,             Human number: 0,             Zombie number: 105
tick: 4649.0,             Human number: 0,             Zombie number: 105
tick: 4650.0,             Human number: 0,             Zombie number: 105
tick: 4651.0,             Human number: 0,             Zombie number: 105
tick: 4652.0,             Human number: 0,             Zombie number: 105
tick: 4653.0,             Human number: 0,             Zombie number: 105
tick: 4654.0,             Human number: 0,             Zombie number: 105
tick: 4655.0,             Human number: 0,             Zombie number: 105
tick: 4656.0,             Human number: 0,             Zombie number: 105
tick: 4657.0,             Human number: 0,             Zombie number: 105
tick: 4658.0,             Human number: 0,             Zombie number: 105
tick: 4659.0,             Human number: 0,             Zombie number: 105
tick: 4660.0,             Human number: 0,             Zombie number: 105
tick: 4661.0,             Human number: 0,             Zombie number: 105
tick: 4662.0,             Human number: 0,             Zombie number: 105
tick: 4663.0,             Human number: 0,             Zombie number: 105
tick: 4664.0,             Human number: 0,             Zombie number: 105
tick: 4665.0,             Human number: 0,             Zombie number: 105
tick: 4666.0,             Human number: 0,             Zombie number: 105
tick: 4667.0,             Human number: 0,             Zombie number: 105
tick: 4668.0,             Human number: 0,             Zombie number: 105
tick: 4669.0,             Human number: 0,             Zombie number: 105
tick: 4670.0,             Human number: 0,             Zombie number: 105
tick: 4671.0,             Human number: 0,             Zombie number: 105
tick: 4672.0,             Human number: 0,             Zombie number: 105
tick: 4673.0,             Human number: 0,             Zombie number: 105
tick: 4674.0,             Human number: 0,             Zombie number: 105
tick: 4675.0,             Human number: 0,             Zombie number: 105
tick: 4676.0,             Human number: 0,             Zombie number: 105
tick: 4677.0,             Human number: 0,             Zombie number: 105
tick: 4678.0,             Human number: 0,             Zombie number: 105
tick: 4679.0,             Human number: 0,             Zombie number: 105
tick: 4680.0,             Human number: 0,             Zombie number: 105
tick: 4681.0,             Human number: 0,             Zombie number: 105
tick: 4682.0,             Human number: 0,             Zombie number: 105
tick: 4683.0,             Human number: 0,             Zombie number: 105
tick: 4684.0,             Human number: 0,             Zombie number: 105
tick: 4685.0,             Human number: 0,             Zombie number: 105
tick: 4686.0,             Human number: 0,             Zombie number: 105
tick: 4687.0,             Human number: 0,             Zombie number: 105
tick: 4688.0,             Human number: 0,             Zombie number: 105
tick: 4689.0,             Human number: 0,             Zombie number: 105
tick: 4690.0,             Human number: 0,             Zombie number: 105
tick: 4691.0,             Human number: 0,             Zombie number: 105
tick: 4692.0,             Human number: 0,             Zombie number: 105
tick: 4693.0,             Human number: 0,             Zombie number: 105
tick: 4694.0,             Human number: 0,             Zombie number: 105
tick: 4695.0,             Human number: 0,             Zombie number: 105
tick: 4696.0,             Human number: 0,             Zombie number: 105
tick: 4697.0,             Human number: 0,             Zombie number: 105
tick: 4698.0,             Human number: 0,             Zombie number: 105
tick: 4699.0,             Human number: 0,             Zombie number: 105
tick: 4700.0,             Human number: 0,             Zombie number: 105
tick: 4701.0,             Human number: 0,             Zombie number: 105
tick: 4702.0,             Human number: 0,             Zombie number: 105
tick: 4703.0,             Human number: 0,             Zombie number: 105
tick: 4704.0,             Human number: 0,             Zombie number: 105
tick: 4705.0,             Human number: 0,             Zombie number: 105
tick: 4706.0,             Human number: 0,             Zombie number: 105
tick: 4707.0,             Human number: 0,             Zombie number: 105
tick: 4708.0,             Human number: 0,             Zombie number: 105
tick: 4709.0,             Human number: 0,             Zombie number: 105
tick: 4710.0,             Human number: 0,             Zombie number: 105
tick: 4711.0,             Human number: 0,             Zombie number: 105
tick: 4712.0,             Human number: 0,             Zombie number: 105
tick: 4713.0,             Human number: 0,             Zombie number: 105
tick: 4714.0,             Human number: 0,             Zombie number: 105
tick: 4715.0,             Human number: 0,             Zombie number: 105
tick: 4716.0,             Human number: 0,             Zombie number: 105
tick: 4717.0,             Human number: 0,             Zombie number: 105
tick: 4718.0,             Human number: 0,             Zombie number: 105
tick: 4719.0,             Human number: 0,             Zombie number: 105
tick: 4720.0,             Human number: 0,             Zombie number: 105
tick: 4721.0,             Human number: 0,             Zombie number: 105
tick: 4722.0,             Human number: 0,             Zombie number: 105
tick: 4723.0,             Human number: 0,             Zombie number: 105
tick: 4724.0,             Human number: 0,             Zombie number: 105
tick: 4725.0,             Human number: 0,             Zombie number: 105
tick: 4726.0,             Human number: 0,             Zombie number: 105
tick: 4727.0,             Human number: 0,             Zombie number: 105
tick: 4728.0,             Human number: 0,             Zombie number: 105
tick: 4729.0,             Human number: 0,             Zombie number: 105
tick: 4730.0,             Human number: 0,             Zombie number: 105
